id,name,servings,calories_per_serving,protein_per_serving,carbs_per_serving,fat_per_serving,fiber_per_serving,iron_per_serving,isVegetarian,ingredients_count,grams_per_serving,unmatched_ingredients,approximated_ingredients
wheatgrass_juice,Wheatgrass Juice,1,188.9,3.0,39.4,1.1,15.3,1.58,true,4,575,,
grape_juice,Grape Juice,3,174.0,2.2,37.7,0.9,4.0,0.68,true,7,335,,
veg_manchurian,Veg Manchurian,2,235.2,7.6,45.2,1.7,10.6,2.81,true,21,341,,
beetroot_thoran,Beetroot Thoran,1,320.5,9.1,21.1,66.2,16.9,5.11,true,11,426,,
carrot_poriyal_carrot_fry,Carrot Poriyal (Carrot Fry),1,496.3,17.8,43.8,45.5,33.6,7.8,true,13,437,,
chilli_prawns_shrimp_manchurian,Chilli Prawns (Shrimp Manchurian),1,387.0,48.7,31.3,23.6,8.5,4.57,false,17,581,,
amla_pickle,Amla Pickle,2,86.5,1.9,10.8,27.8,17.4,3.54,true,9,336,,
brussels_sprouts_curry_indian_sabzi,Brussels Sprouts Curry (Indian Sabzi),3,140.9,11.9,17.9,10.0,13.9,5.55,true,15,370,,
jowar_pops,Jowar Pops,1,720.3,21.7,145.3,16.7,22.9,9.08,true,4,270,,
white_sauce_pasta_bechamel_sauce_pasta,White Sauce Pasta (Bechamel Sauce Pasta),2,455.0,16.3,70.9,11.6,2.8,0.98,true,13,363,,
tirupati_vada,Tirupati Vada,1,834.4,57.4,129.1,57.4,32.1,14.19,true,6,362,,
cabbage_pakoda_cabbage_pakora,Cabbage Pakoda (Cabbage Pakora),2,187.3,11.4,28.8,2.1,12.3,5.49,true,10,371,,
kakarakaya_fry,Kakarakaya Fry,1,366.3,11.0,64.7,50.5,15.3,7.22,true,13,522,,copra
pakodi,Pakodi,2,206.0,16.3,25.9,9.2,21.2,22.83,true,14,418,,
cabbage_sabzi_cabbage_potato,Cabbage Sabzi ( Cabbage Potato,1,217.9,8.9,39.7,27.1,11.8,4.51,true,11,591,,
veg_biryani,Veg Biryani,4,874.4,27.6,77.4,60.8,16.1,12.62,true,23,334,,
pudina_rice_mint_rice_pulao,Pudina Rice (Mint Rice Pulao),2,824.9,22.1,127.0,45.5,39.6,23.16,true,17,476,,
veg_dum_biryani_vegetable_dum_biryani,Veg Dum Biryani (Vegetable Dum Biryani),6,361.8,13.6,60.4,14.5,21.3,11.27,true,27,378,,
curry_leaves_powder_karivepaku_podi,Curry Leaves Powder (Karivepaku Podi),3,636.8,26.9,100.9,12.8,47.4,16.41,true,14,330,,
beetroot_rice_pulao,Beetroot Rice Pulao,3,330.8,10.3,65.7,8.3,13.8,7.27,true,18,357,,
rice_payasam_paramannam,Rice Payasam (Paramannam,12,827.7,24.8,88.0,43.3,11.4,9.15,true,8,220,,
potato_rice_aloo_rice,Potato Rice (Aloo Rice),4,355.8,13.7,60.3,11.4,20.9,18.93,true,17,355,,
aloo_biryani_dum_potato_biryani,Aloo Biryani (Dum Potato Biryani),3,256.2,8.6,43.6,17.1,13.1,6.45,true,19,420,,basmathi
pineapple_rice,Pineapple Rice,7,790.1,24.0,60.5,49.9,6.9,8.74,true,10,220,,
mutton_biryani,Mutton Biryani,4,559.2,33.2,78.0,14.6,13.8,10.81,false,23,393,,
egg_biryani,Egg Biryani,4,588.9,25.5,86.1,24.2,18.0,13.49,false,19,394,,
fish_biryani,Fish Biryani,4,458.7,32.6,65.6,23.5,14.0,10.03,false,24,395,,
fish_rice,Fish Rice,4,881.3,29.9,177.3,12.9,20.0,14.64,false,16,424,,
prawn_pulao_shrimp_pulao,Prawn Pulao (Shrimp Pulao),2,825.0,33.5,102.7,28.8,31.8,18.91,false,18,451,,
hyderabadi_egg_dum_biryani,Hyderabadi Egg Dum Biryani,4,448.8,23.0,72.5,19.1,15.6,11.38,false,24,352,,
egg_pulao,Egg Pulao,6,449.9,19.2,70.9,15.2,16.6,9.26,false,18,421,,
mirchi_bajji_mirapakaya_bajji,Mirchi Bajji (Mirapakaya Bajji),5,267.7,16.1,37.1,9.4,20.0,7.08,true,15,389,,
spring_roll,Spring Roll,3,434.3,14.4,85.3,6.6,3.9,0.85,true,10,355,,
corn_pakoda_indian_corn_pakoras,Corn Pakoda (Indian Corn Pakoras),1,623.8,27.1,106.4,7.6,31.9,14.02,true,12,518,,
tandoori_aloo_tikka,Tandoori Aloo Tikka,1,261.4,12.7,39.8,17.3,18.0,5.25,true,13,400,,
veg_seekh_kabab_soya_kabab,Veg Seekh Kabab (Soya Kabab),2,550.2,42.0,46.3,39.4,28.2,10.46,true,11,378,,
egg_bonda_egg_pakora,Egg Bonda (Egg Pakora),2,308.1,43.2,24.0,3.8,7.0,5.01,false,14,349,,
bajji,Bajji,1,469.6,27.0,72.5,6.4,24.4,10.59,true,12,348,,
chana_dosa_chickpea_crepes,Chana Dosa (Chickpea Crepes),2,488.8,19.2,89.3,11.0,22.7,9.38,true,9,266,,
peanut_masala_spicy_roasted_peanuts,Peanut Masala (Spicy Roasted Peanuts),1,182.9,8.0,32.5,14.6,6.1,3.36,true,11,242,,
eggless_chocolate_banana_cake,Eggless Chocolate Banana Cake,2,528.7,19.7,116.4,32.3,4.2,2.06,true,9,399,,
kudumulu,Kudumulu,1,845.9,19.8,135.6,27.9,15.0,10.0,true,7,260,,
sprouts_salad,Sprouts Salad,2,304.5,20.2,36.0,7.4,21.0,15.02,true,13,406,,cornflake
ragi_cookies_ragi_biscuits,Ragi Cookies (Ragi Biscuits),1,461.9,11.9,93.1,182.1,10.4,4.66,true,7,469,,
sweet_corn_soup,Sweet Corn Soup,1,225.2,9.2,35.9,16.3,20.0,4.88,true,14,456,,
gobi_masala,Gobi Masala,3,882.4,31.1,43.1,94.5,11.4,11.71,true,17,417,,
shorba_biryani_gravy,Shorba (Biryani Gravy),2,450.9,11.7,45.3,36.5,29.9,14.84,true,19,379,,
raw_banana_fry_aratikaya_vepudu,Raw Banana Fry (Aratikaya Vepudu),1,374.5,8.9,75.8,27.8,15.1,5.68,true,11,516,,
beetroot_curry_beetroot_sabzi,Beetroot Curry (Beetroot Sabzi),1,424.7,14.5,34.8,43.3,29.5,7.0,true,12,448,,
aloo_mushroom_curry_potato_mushroom_gravy,Aloo Mushroom Curry (Potato Mushroom Gravy),7,788.5,28.2,54.6,59.4,11.0,9.56,true,15,347,,
green_banana,Green Banana,1,680.4,49.0,103.9,5.0,27.5,14.14,true,14,422,,
stuffed_brinjal_fry,Stuffed Brinjal Fry,2,169.0,5.8,10.2,20.6,14.4,4.23,true,12,380,,
broccoli_stir_fry_curry_indian_style,Broccoli Stir Fry Curry (Indian Style),1,218.5,12.5,41.8,47.1,4.8,1.95,true,13,594,,
beans_curry,Beans Curry,2,403.7,28.6,63.9,15.1,16.2,6.97,true,13,322,,
baby_corn_fry,Baby Corn Fry,1,173.9,7.7,26.0,22.4,16.7,5.97,true,11,388,,
beerakaya_fry,Beerakaya Fry,1,429.5,14.0,27.5,41.3,26.6,6.59,true,14,415,,
beerakaya_pappu,Beerakaya Pappu,2,170.9,10.4,24.6,21.7,14.3,4.34,true,18,304,,
sorakaya_curry,Sorakaya Curry,2,346.0,9.5,17.7,38.8,15.6,4.75,true,13,333,,
bottle_gourd_curry,Bottle Gourd Curry,3,371.3,16.8,38.7,19.4,38.7,7.93,true,14,375,,
dondakaya_fry_tindora_fry,Dondakaya Fry (Tindora Fry),1,304.2,15.0,32.8,36.7,27.6,6.1,true,18,436,,
yam_fry_suran_fry,Yam Fry (Suran Fry),1,30.6,1.8,2.8,33.1,3.7,1.65,true,9,67,,
dondakaya_curry,Dondakaya Curry,2,266.5,6.6,10.8,34.3,15.8,5.68,true,13,340,,
brinjal_fry_vankaya_fry,Brinjal Fry (Vankaya Fry),1,99.8,5.4,11.8,47.1,13.0,2.69,true,12,406,,
drumstick_curry_drumstick_vegetable,Drumstick Curry (Drumstick Vegetable,2,126.8,10.4,13.1,34.5,16.2,8.73,true,14,362,,
drumstick_leaves_stir_fry,Drumstick Leaves Stir Fry,2,304.5,16.9,44.4,27.4,24.0,9.93,true,14,440,,
dry_chana,Dry Chana,1,761.4,49.3,103.3,27.2,67.0,18.79,true,11,342,,
chammanthi_podi,Chammanthi Podi,3,619.9,11.7,19.3,55.3,21.2,4.51,true,5,139,,
biryani_gravy,Biryani Gravy,1,438.3,13.4,48.9,28.4,31.6,14.71,true,19,414,,
thondekai_palya,Thondekai Palya,2,596.5,15.6,26.6,53.8,20.4,6.6,true,12,362,,
aloo_shimla_mirch_ki_sabji,Aloo Shimla Mirch Ki Sabji,2,266.2,8.9,27.8,14.5,17.5,6.25,true,22,364,,
paruppu_rasam,Paruppu Rasam,2,638.5,41.6,101.3,11.6,27.7,11.18,true,17,356,,
gobhi_ki_sabji,Gobhi Ki Sabji,2,101.1,9.3,11.9,13.8,10.5,6.36,true,13,325,,
methi_bhaji,Methi Bhaji,2,292.1,11.1,10.9,34.7,17.7,13.87,true,8,349,,
kaddu_ki_sabji,Kaddu Ki Sabji,2,137.9,11.9,15.9,11.0,7.7,15.92,true,16,350,,
vada_curry,Vada Curry,2,606.5,22.7,44.3,49.7,24.1,9.08,true,18,288,,
green_chili_sauce,Green Chili Sauce,1,114.4,5.6,15.3,14.3,9.9,2.71,true,11,329,,
avial,Avial,4,339.7,9.0,22.8,24.1,20.0,4.35,true,19,386,,
potato_curry_for_masala_dosa,Potato Curry For Masala Dosa,2,222.8,8.8,38.1,7.0,13.7,7.25,true,15,374,,
raw_banana_fry,Raw Banana Fry,1,458.4,7.7,94.2,29.7,13.4,6.53,true,13,462,,
mushroom_ki_sabji,Mushroom Ki Sabji,2,108.2,10.7,10.2,10.5,11.4,3.86,true,15,393,,
moong_dal_carrot_salad,Moong Dal Carrot Salad,1,265.9,4.9,12.3,25.8,9.8,2.08,true,10,270,,
cabbage_poriyal,Cabbage Poriyal,1,401.1,12.0,23.8,41.0,19.6,6.49,true,12,405,,
batata_nu_shaak,Batata Nu Shaak,2,204.1,6.4,38.2,14.8,8.6,3.72,true,18,319,,
mini_idli_sambar,Mini Idli Sambar,1,154.1,9.1,19.5,15.6,10.8,4.23,true,12,410,,
punarpuli_saaru,Punarpuli Saaru,2,254.5,19.7,25.2,8.6,37.0,19.57,true,7,376,,sun kokum
cabbage_sabzi,Cabbage Sabzi,3,90.0,6.1,13.8,4.9,7.8,2.93,true,14,347,,jeea
roasted_cashew_nuts,Roasted Cashew Nuts,2,461.7,15.7,32.5,36.1,5.1,5.63,true,10,118,,
bitter_gourd_stir_fry,Bitter Gourd Stir Fry,1,514.2,17.8,65.8,19.0,31.5,11.07,true,13,390,,
tomato_tambli,Tomato Tambli,1,62.2,3.1,5.5,11.3,4.5,2.46,true,7,270,,
curry_leaves_powder,Curry Leaves Powder,1,463.1,21.0,44.0,30.1,25.5,7.25,true,9,161,,
bhindi_tambuli,Bhindi Tambuli,1,94.8,6.2,11.0,32.0,12.3,3.04,true,8,540,,
veg_momos,Veg Momos,2,422.3,14.7,85.1,7.7,10.0,3.94,true,11,384,,
veg_chowmein,Veg Chowmein,2,215.7,9.0,40.1,5.5,7.7,2.7,true,16,321,,
masala_milk,Masala Milk,1,848.4,28.3,75.0,47.3,38.2,15.76,true,8,259,,
pinwheel_pizza,Pinwheel Pizza,1,193.8,0.6,3.2,19.8,0.0,0.0,true,5,410,,
atta_noodles,Atta Noodles,2,439.6,18.1,84.5,14.3,16.5,4.41,true,16,450,,
poori_paratha,Poori Paratha,2,538.6,15.9,113.6,13.9,4.2,2.71,true,5,198,,
soya_chunks_65,Soya Chunks 65,2,549.0,47.7,28.0,25.8,29.7,12.18,true,11,263,,
medhu_pakoda,Medhu Pakoda,1,411.3,19.7,69.2,43.0,19.0,12.7,true,14,362,,
dal_tikki,Dal Tikki,2,542.8,27.9,67.8,18.8,15.0,7.42,true,21,429,,
desi_chinese_noodles,Desi Chinese Noodles,2,149.9,9.4,23.6,13.8,13.6,2.63,true,18,328,,pack hakka noodle
aloo_puff,Aloo Puff,3,478.1,14.0,98.9,10.1,8.3,4.23,true,13,383,,
bread_dahi_vada,Bread Dahi Vada,3,92.3,2.7,17.7,0.7,4.6,1.98,true,11,386,,
laccha_paratha_veg_frankie,Laccha Paratha Veg Frankie,3,475.7,13.5,97.8,4.2,6.9,3.86,true,15,375,,
potato_toffee_samosa,Potato Toffee Samosa,2,527.3,15.5,109.1,8.1,10.1,5.57,true,13,452,,
ulta_vada_pav,Ulta Vada Pav,2,479.4,25.9,75.0,11.1,19.3,8.73,true,16,301,,
aloo_laccha_pakora,Aloo Laccha Pakora,2,258.4,7.1,53.0,1.1,6.7,2.96,true,10,326,,
macaroni_kurkure,Macaroni Kurkure,2,515.2,18.3,103.5,6.8,2.6,1.05,true,11,211,,
cooker_pav_bhaji,Cooker Pav Bhaji,3,145.1,9.7,21.4,10.0,11.5,6.33,true,19,447,,
onion_samosa,Onion Samosa,2,677.7,19.2,140.9,2.4,11.9,9.07,true,11,354,,
railway_cutlet,Railway Cutlet,3,199.1,9.6,35.7,9.4,12.7,3.26,true,20,420,,
pani_wale_pakode,Pani Wale Pakode,2,431.4,30.3,57.8,6.8,29.0,15.35,true,17,363,,
cabbage_pakoda,Cabbage Pakoda,1,420.5,17.5,72.5,5.6,13.1,7.43,true,13,468,,
maggi_puff,Maggi Puff,2,230.3,7.6,43.9,2.0,4.8,1.76,true,17,375,,pack tastemaker
bread_samosa,Bread Samosa,3,611.3,19.6,57.3,36.0,9.0,7.57,true,25,415,,
capsicum_bajji,Capsicum Bajji,3,342.0,19.1,53.0,4.8,16.9,6.7,true,16,425,,
onion_bonda,Onion Bonda,2,572.9,34.1,81.1,22.5,41.5,15.34,true,16,424,,
lemon_rasam,Lemon Rasam,1,660.7,41.0,101.4,36.8,26.6,12.08,true,16,450,,
dal_bhat_chokha,Dal Bhat Chokha,2,447.7,17.9,84.2,8.1,14.9,7.49,true,17,438,,
pesara_pappu_charu,Pesara Pappu Charu,1,173.4,10.6,21.9,7.9,17.5,7.94,true,16,531,,
instant_dal_premix,Instant Dal Premix,2,556.4,36.7,85.2,18.7,23.6,12.61,true,18,377,,
maa_ki_dal,Maa Ki Dal,1,465.5,32.6,69.9,8.1,24.4,12.1,true,16,468,,
langar_dal,Langar Dal,1,427.7,29.3,63.4,34.0,23.6,11.37,true,16,429,,
keerai_kootu,Keerai Kootu,2,317.7,9.4,15.3,30.3,16.3,11.93,true,15,353,,
dal_dhokli,Dal Dhokli,1,681.6,30.9,124.3,13.3,14.5,8.45,true,21,400,,
lasooni_dal_tadka,Lasooni Dal Tadka,1,456.4,29.4,73.1,20.5,17.2,8.13,true,15,240,,
dali_toyi,Dali Toyi,1,337.3,21.3,50.6,21.3,15.0,6.25,true,10,188,,
mix_dal,Mix Dal,1,818.8,43.6,134.3,25.9,57.4,24.21,true,18,582,,
,गुजराती दाल रेसिपी,2,353.9,14.8,40.0,56.4,19.8,15.04,true,22,334,,
matar_ki_dal,Matar Ki Dal,1,292.6,23.7,38.2,16.2,25.5,9.94,true,12,560,,
basale_soppu_koddel,Basale Soppu Koddel,2,423.7,15.7,31.0,31.6,25.5,15.15,true,15,392,,
hesaru_bele_tove,Hesaru Bele Tove,1,185.0,30.8,5.7,28.1,5.1,2.86,false,13,425,,
huruli_saaru,Huruli Saaru,1,736.9,22.9,47.5,53.8,49.8,14.71,true,14,366,,
solkadhi,Solkadhi,1,825.9,11.3,13.0,81.7,23.8,6.5,true,6,210,,
tomato_charu,Tomato Charu,1,504.8,28.6,64.8,20.7,50.0,15.72,true,18,566,,
majjiga_pulusu,Majjiga Pulusu,2,62.1,3.9,7.6,14.1,7.6,3.63,true,17,389,,
coconut_milk_rasam,Coconut Milk Rasam,2,776.1,16.0,26.6,71.6,30.2,8.46,true,15,316,,
nellikai_rasam,Nellikai Rasam,2,498.2,30.1,79.8,17.2,25.4,9.26,true,15,405,,
raw_mango_rasam,Raw Mango Rasam,1,144.0,7.0,19.9,28.8,9.6,5.13,true,14,285,,
tamarind_rasam,Tamarind Rasam,1,250.9,15.7,30.7,31.6,29.2,10.44,true,15,360,,
lauki_ki_kheer,Lauki Ki Kheer,9,809.2,26.1,38.4,62.8,5.1,7.8,true,10,251,,
payesh,Payesh,4,817.5,25.0,161.0,6.2,26.0,9.91,true,7,292,,
besan_ki_barfi,Besan Ki Barfi,5,810.4,31.6,56.3,50.3,25.3,11.61,false,8,266,,magaz -
dry_fruit_modak,Dry Fruit Modak,4,704.6,14.3,108.9,32.1,15.7,11.21,true,16,331,,
ragi_kheer,Ragi Kheer,7,793.6,27.0,28.3,65.6,10.1,6.94,true,9,212,,
badam_halwa,Badam Halwa,1,429.0,13.0,9.8,105.6,9.8,3.37,true,6,470,,
mishti_doi,Mishti Doi,4,704.1,23.0,141.5,3.2,25.7,8.46,true,4,347,,
sattu_ke_laddu,Sattu Ke Laddu,1,606.5,21.3,113.8,43.7,0.1,2.99,true,4,241,,
badam_kheer,Badam Kheer,1,754.9,24.0,92.1,30.9,43.4,15.81,true,6,452,,
kesari_bath,Kesari Bath,7,823.2,26.6,43.0,61.4,6.7,8.43,true,9,201,,
sweet_kozhukattai,Sweet Kozhukattai,2,555.3,14.4,86.3,16.2,11.1,6.81,true,7,169,,
kulkul,Kulkul,1,790.8,23.6,157.2,57.0,5.6,3.72,true,7,430,,
mango_kesari,Mango Kesari,8,883.8,28.4,50.6,67.7,10.2,9.91,true,9,212,,
oats_kheer,Oats Kheer,9,814.7,27.9,28.6,67.0,10.3,6.83,true,10,249,,
jackfruit_payasam,Jackfruit Payasam,13,889.0,18.1,80.8,55.5,11.1,10.74,true,11,223,,
elaneer_payasam,Elaneer Payasam,6,843.2,22.8,32.0,69.7,9.8,7.45,true,6,211,,
poornam_boorelu,Poornam Boorelu,4,540.2,18.5,94.8,11.6,12.5,7.28,true,12,417,,
mango_modak,Mango Modak,1,436.8,21.4,28.3,30.6,2.2,3.3,true,6,269,,
bread_gulab_jamun,Bread Gulab Jamun,7,787.8,33.4,31.5,58.5,18.4,7.56,true,7,241,,
chocolate_barfi,Chocolate Barfi,2,503.9,24.7,27.2,39.3,6.8,11.93,false,8,254,,
mango_halwa,Mango Halwa,2,858.8,27.5,144.2,29.7,43.6,16.19,true,11,495,,
gajar_ka_murabba,Gajar Ka Murabba,2,73.6,2.3,12.4,1.0,9.0,1.32,true,5,376,,
chocolate_sandesh_with_cocoa_powder,Chocolate Sandesh (With Cocoa Powder),2,332.3,9.7,44.3,12.4,0.1,0.02,true,3,400,,chenna
gulab_jamun_with_milk_powder,Gulab Jamun With Milk Powder,2,567.7,18.6,90.1,15.5,35.4,13.07,true,12,455,,
manchurian,Manchurian,1,463.0,19.5,84.4,35.2,21.6,7.33,true,23,539,,
kurkuri_bhindi_indian_fried_okra,Kurkuri Bhindi (Indian Fried Okra),2,157.5,10.7,21.5,66.1,14.2,4.52,true,9,369,,
karela_sabji_bitter_gourd,Karela Sabji (Bitter Gourd,1,94.9,6.7,12.3,26.5,17.3,8.21,true,6,491,,
kaddu_ki_sabji_easy_pumpkin,Kaddu Ki Sabji (Easy Pumpkin,1,155.8,9.4,18.2,29.7,18.4,8.46,true,12,181,,
vendakkai_poriyal,Vendakkai Poriyal,3,194.9,21.2,15.3,3.3,46.8,23.47,true,9,415,,
bharli_bhendi,Bharli Bhendi,1,303.0,9.0,16.3,21.9,16.0,4.3,true,12,331,,
mushroom_fry_goan_style,Mushroom Fry (Goan Style,2,80.1,7.8,8.0,14.0,11.6,5.66,true,9,324,,
french_beans,French Beans,2,136.6,5.1,26.4,19.8,7.6,2.7,true,6,332,,
patta_gobhi_matar,Patta Gobhi Matar,2,379.8,25.8,59.7,25.1,24.3,8.2,true,10,358,,
begun_bhaja,Begun Bhaja,1,515.2,11.3,110.6,167.6,7.1,7.41,true,7,425,,
arbi_sabji,Arbi Sabji,1,109.6,8.6,9.9,3.3,14.3,8.84,true,6,288,,
shimla_mirch_ki_sabji_aloo_capsicum,Shimla Mirch Ki Sabji (Aloo Capsicum),3,105.8,3.8,19.3,13.7,6.0,1.87,true,6,373,,
aloo_gajar_matar,Aloo Gajar Matar,2,190.8,8.0,34.5,14.1,11.1,3.78,true,10,384,,
karela_fry,Karela Fry,1,82.8,4.3,12.0,26.8,11.3,5.77,true,9,321,,
tawa_mushroom,Tawa Mushroom,1,602.5,40.1,98.7,2.9,26.8,13.09,true,15,500,,
palak_ki_sabji,Palak Ki Sabji,2,273.2,7.2,29.3,26.2,11.4,6.08,true,12,398,,
patta_gobhi,Patta Gobhi,2,149.1,5.6,27.8,23.3,8.0,3.6,true,13,408,,
undhiyu,Undhiyu,4,326.6,15.1,33.7,15.2,19.0,6.88,true,28,359,,
potato_roast,Potato Roast,4,208.1,18.7,22.4,9.3,40.9,21.14,true,8,375,,
beans_poriyal,Beans Poriyal,2,363.9,13.6,21.9,36.9,28.0,6.85,true,10,346,,
mooli_ki_sabji,Mooli Ki Sabji,1,218.1,9.0,39.1,21.1,8.0,16.71,true,5,405,,
bhindi_ki_sabji_punjabi_style_bhindi_sabzi,Bhindi Ki Sabji (Punjabi Style Bhindi Sabzi),2,97.7,6.8,12.9,13.9,13.7,7.43,true,11,434,,
cabbage_thoran,Cabbage Thoran,3,357.0,26.2,17.8,26.3,58.4,29.7,true,11,458,,
vazhakkai_poriyal,Vazhakkai Poriyal,3,384.9,23.6,39.2,16.7,52.2,24.52,true,12,453,,
turai_ki_sabji,Turai Ki Sabji,2,160.8,5.3,10.1,10.6,9.1,3.08,true,11,343,,
baby_corn_jalfrezi,Baby Corn Jalfrezi,3,194.9,9.5,27.0,12.7,21.1,6.35,true,14,362,,
tomato_sabji,Tomato Sabji,3,243.0,14.7,22.2,9.2,31.1,15.71,true,11,415,,
gajar_matar_ki_sabji_carrots_amp_green_peas,Gajar Matar Ki Sabji (Carrots &Amp; Green Peas),3,118.4,6.1,18.1,10.0,13.2,3.1,true,9,336,,
noodle_soup,Noodle Soup,1,305.9,14.2,55.5,14.8,10.5,5.01,true,14,450,,
tambdi_bhaji,Tambdi Bhaji,2,561.2,19.8,73.5,32.7,15.3,12.43,true,7,328,,
besan_bhindi_besan_wali_bhindi,Besan Bhindi (Besan Wali Bhindi),2,143.0,9.9,19.7,24.2,12.4,3.9,true,13,303,,
parwal_ki_sabji,Parwal Ki Sabji,1,219.3,8.1,40.5,40.0,12.2,5.19,true,11,598,,
mogri_ki_sabji,Mogri Ki Sabji,1,145.7,6.9,24.2,65.4,7.3,10.81,true,6,458,,
arbi_fry,Arbi Fry,1,114.0,8.5,10.6,3.6,13.8,8.67,true,10,291,,
kovakkai_fry,Kovakkai Fry,1,61.1,3.2,8.8,26.5,9.8,4.38,true,10,324,,
veg_keeema,Veg Keeema,7,122.4,12.8,12.9,5.2,11.9,4.95,false,16,393,,
potato_fry,Potato Fry,1,145.9,3.4,29.9,26.4,4.3,2.18,true,8,267,,
banana_fry,Banana Fry,3,218.2,15.1,30.1,11.0,33.5,16.83,true,9,334,,
ash_gourd,Ash Gourd,4,299.7,23.2,16.3,21.5,53.2,26.35,true,9,432,,
broccoli_stir_fry,Broccoli Stir Fry,1,189.8,14.1,29.9,4.7,5.5,3.84,true,12,584,,
beetroot_sabzi_beetroot_curry,Beetroot Sabzi (Beetroot Curry,4,291.0,22.8,22.8,14.6,52.2,23.25,true,13,371,,
aloo_chokha,Aloo Chokha,1,164.8,5.0,32.6,2.9,6.9,3.65,true,7,325,,
capsicum_fry,Capsicum Fry,2,228.8,22.3,21.4,3.7,48.9,25.04,true,9,456,,
kundru_ki_sabji,Kundru Ki Sabji,1,155.6,5.5,25.5,28.3,13.3,4.93,true,13,438,,
lauki_sabji,Lauki Sabji,2,104.1,11.8,8.6,14.3,8.7,3.98,false,13,443,,
yam_chips_jimikand,Yam Chips (Jimikand,1,88.6,2.3,1.8,1.8,2.2,3.24,true,5,278,,
cabbage_bhaji,Cabbage Bhaji,5,208.6,19.4,13.6,13.1,42.1,20.87,true,8,414,,
coleslaw_sandwich,Coleslaw Sandwich,1,279.1,3.3,9.6,24.9,6.0,1.99,true,13,581,,
easy_pumpkin_soup,Easy Pumpkin Soup,2,119.9,9.4,12.6,3.2,6.1,11.56,true,12,320,,
baked_cauliflower,Baked Cauliflower,1,119.9,2.9,5.8,10.2,2.3,1.36,true,5,130,,
carrot_poriyal,Carrot Poriyal,3,284.6,20.4,18.0,12.5,46.9,22.29,true,10,417,,
baby_corn_fry_baby_corn_pepper_fry,Baby Corn Fry (Baby Corn Pepper Fry),1,251.7,10.0,38.2,5.6,25.1,8.43,true,5,282,,
bendakaya_fry,Bendakaya Fry,4,200.4,18.8,18.1,10.3,42.6,19.51,true,12,352,,
mullangi_curry_radish_stir_fry,Mullangi Curry (Radish Stir Fry),1,293.7,11.7,17.9,57.2,14.1,12.41,true,18,506,,
potato_fry_aloo_fry,Potato Fry (Aloo Fry),1,255.6,10.3,41.8,23.2,19.0,5.04,true,12,288,,
gummadikaya_pulusu_pumpkin_pulusu,Gummadikaya Pulusu (Pumpkin Pulusu),3,243.0,17.2,35.4,15.3,13.6,15.88,true,17,407,,
snake_gourd,Snake Gourd,1,131.4,9.1,17.5,27.7,10.6,3.13,true,13,423,,
sorakaya_perugu_pachadi,Sorakaya Perugu Pachadi,3,57.6,3.1,7.4,5.6,7.5,1.66,true,15,362,,
sorakaya_pulusu,Sorakaya Pulusu,2,139.8,5.9,23.3,14.5,11.9,6.12,true,16,380,,
sweet_potato_curry,Sweet Potato Curry,2,332.2,10.3,28.9,31.6,14.8,4.95,true,15,366,,
vendakkai_poriyal_fry,Vendakkai Poriyal (Fry),1,286.1,14.6,29.1,55.5,27.7,6.78,true,15,413,,
aloo_capsicum,Aloo Capsicum,1,195.8,6.7,36.5,8.0,11.6,5.12,true,12,445,,
kaddu_ki_sabzi_pumpkin_sabzi,Kaddu Ki Sabzi (Pumpkin Sabzi),3,122.9,10.9,13.4,10.6,8.9,14.24,true,12,376,,
indian_drumstick_vegetable,Indian Drumstick Vegetable,2,174.4,9.8,25.5,12.1,15.3,8.32,true,13,432,,
gutti_vankaya_curry,Gutti Vankaya Curry,4,432.6,20.9,53.2,28.8,48.3,11.54,true,21,401,,
ragi_cake,Ragi Cake,2,435.5,13.5,81.6,8.2,7.6,3.52,true,12,388,,
garlic_mushrooms,Garlic Mushrooms,2,319.6,19.9,38.4,26.8,41.6,10.23,true,12,386,,
tomato_pickle,Tomato Pickle,2,155.5,8.9,19.9,9.9,16.9,4.27,true,12,334,,
cauliflower_pickle,Cauliflower Pickle,3,205.2,11.5,16.4,5.8,15.0,6.17,true,9,464,,
steamed_cabbage,Steamed Cabbage,1,163.2,9.9,19.3,17.1,19.4,5.05,true,11,333,,
cabbage_stir_fry,Cabbage Stir Fry,2,88.3,5.5,12.7,13.9,8.8,1.83,true,11,424,,hoisin sauce
broccoli_corn_carrot_stir_fry,Broccoli Corn Carrot Stir Fry,1,135.2,7.0,22.6,14.9,8.0,1.91,true,9,344,,
tomato_chutney_restaurant_style,Tomato Chutney (Restaurant Style,3,537.0,29.3,68.0,20.0,66.9,14.69,true,14,402,,
beetroot_chutney_beetroot_pachadi,Beetroot Chutney (Beetroot Pachadi),2,342.3,18.7,45.8,13.9,40.6,8.71,true,10,348,,
mint_raita,Mint Raita,1,81.6,7.6,7.4,1.6,11.8,11.98,true,10,581,,
tomato_pachadi,Tomato Pachadi,2,424.2,23.2,54.4,12.6,50.7,10.89,true,13,350,,
beerakaya_pachadi,Beerakaya Pachadi,2,186.5,11.1,25.2,13.0,20.1,5.12,true,16,494,,
capsicum_chutney_bell_pepper_chutney,Capsicum Chutney (Bell Pepper Chutney),2,516.8,20.1,42.7,28.0,44.0,10.05,true,15,293,,
